Animal ID,Name,DateTime,MonthYear,Date of Birth,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Outcome
A797270,Firedragon,06/16/2019 07:09:00 PM,06/16/2019 07:09:00 PM,11/11/2012,Dog,Neutered Male,6 years,Cocker Spaniel/Beagle,Brown/White,0
A563397,Braxton,06/29/2017 03:58:00 PM,06/29/2017 03:58:00 PM,03/31/2006,Dog,Neutered Male,11 years,Beagle,Tricolor,1
A739359,,12/03/2016 05:44:00 PM,12/03/2016 05:44:00 PM,10/17/2016,Dog,Intact Male,1 month,Pit Bull Mix,Tan/White,0
A727218,Luna,05/21/2016 05:52:00 PM,05/21/2016 05:52:00 PM,05/19/2015,Dog,Intact Female,1 year,Labrador Retriever/Beagle,Brown/White,0
A696031,Max,01/28/2015 12:08:00 PM,01/28/2015 12:08:00 PM,01/28/2010,Dog,Neutered Male,5 years,Pembroke Welsh Corgi Mix,Tan/White,0
A711422,,09/06/2015 04:39:00 PM,09/06/2015 04:39:00 PM,08/31/2015,Cat,Unknown,6 days,Domestic Shorthair Mix,Brown Tabby,0
A673506,*Briggs,03/09/2014 08:05:00 AM,03/09/2014 08:05:00 AM,02/25/2011,Dog,Intact Male,3 years,Labrador Retriever Mix,Black,1
A770293,*Queso,06/12/2018 06:19:00 PM,06/12/2018 06:19:00 PM,03/25/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby,0
A838768,*Suzie Q,07/23/2021 05:04:00 PM,07/23/2021 05:04:00 PM,12/15/2020,Dog,Spayed Female,7 months,Pit Bull,Blue/White,0
A754274,Lexi,08/06/2017 02:05:00 PM,08/06/2017 02:05:00 PM,07/18/2016,Dog,Spayed Female,1 year,Rottweiler,Black/Brown,0
A799825,,07/24/2019 01:51:00 PM,07/24/2019 01:51:00 PM,05/20/2019,Dog,Intact Female,2 months,Labrador Retriever,Black/White,0
A741136,Nova,01/03/2017 06:07:00 PM,01/03/2017 06:07:00 PM,10/03/2016,Dog,Intact Female,3 months,Pit Bull Mix,Brown Brindle,0
A747374,Luna,08/21/2017 06:25:00 PM,08/21/2017 06:25:00 PM,03/13/2017,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Blue,0
A697245,Toto,02/20/2015 07:10:00 PM,02/20/2015 07:10:00 PM,02/20/2012,Dog,Intact Male,3 years,Miniature Poodle/Bichon Frise,White/White,0
A790435,Trapper,07/18/2019 12:00:00 PM,07/18/2019 12:00:00 PM,11/10/2017,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,0
A702633,,05/20/2015 05:04:00 PM,05/20/2015 05:04:00 PM,03/16/2015,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,0
A719637,Polly,01/28/2016 01:02:00 PM,01/28/2016 01:02:00 PM,11/24/2015,Cat,Intact Female,2 months,Domestic Longhair Mix,Brown Tabby,0
A791306,,03/29/2019 12:13:00 PM,03/29/2019 12:13:00 PM,07/24/2018,Cat,Unknown,8 months,Domestic Shorthair Mix,Black,0
A702171,,05/10/2015 11:58:00 AM,05/10/2015 11:58:00 AM,05/10/2014,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Gray,1
A684431,*Max,08/24/2014 04:50:00 PM,08/24/2014 04:50:00 PM,01/23/2013,Dog,Neutered Male,1 year,Queensland Heeler,Red/White,0
A821576,Shadow,08/22/2020 04:00:00 PM,08/22/2020 04:00:00 PM,04/17/2020,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby/White,0
A713766,*Leo,11/06/2015 03:15:00 PM,11/06/2015 03:15:00 PM,10/12/2014,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,0
A728554,,06/06/2016 08:38:00 AM,06/06/2016 08:38:00 AM,05/05/2016,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby,1
A753202,,07/08/2017 02:21:00 PM,07/08/2017 02:21:00 PM,05/19/2017,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,0
A716594,*Gidget,12/23/2015 05:59:00 PM,12/23/2015 05:59:00 PM,09/21/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A679734,,05/25/2014 01:44:00 PM,05/25/2014 01:44:00 PM,05/10/2014,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby,0
A705356,,06/17/2015 12:03:00 PM,06/17/2015 12:03:00 PM,06/14/2015,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,0
A667930,Bree,11/27/2013 11:59:00 AM,11/27/2013 11:59:00 AM,10/25/2013,Dog,Intact Female,4 weeks,German Shepherd/Mastiff,Tan/Black,0
A757900,Kona,09/08/2017 06:03:00 PM,09/08/2017 06:03:00 PM,09/08/2016,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan,0
A752842,Lady Bird,06/30/2017 06:14:00 PM,06/30/2017 06:14:00 PM,06/29/2015,Dog,Spayed Female,2 years,Border Collie Mix,Brown Merle/White,0
A783665,Charlie,11/04/2018 05:33:00 PM,11/04/2018 05:33:00 PM,11/04/2017,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Brown Brindle,0
A819848,*Millie,10/27/2020 01:47:00 PM,10/27/2020 01:47:00 PM,07/07/2018,Dog,Spayed Female,2 years,Pit Bull/Boxer,Fawn/Brown,0
A610112,Chubby,01/08/2015 05:31:00 PM,01/08/2015 05:31:00 PM,09/20/2009,Dog,Neutered Male,5 years,Rottweiler,Black/Brown,0
A679650,,05/24/2014 02:05:00 PM,05/24/2014 02:05:00 PM,03/24/2014,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White,0
A759149,Kilo,09/29/2017 11:15:00 AM,09/29/2017 11:15:00 AM,09/27/2014,Dog,Intact Male,3 years,Pit Bull Mix,Chocolate/White,0
A715757,,11/14/2015 06:20:00 PM,11/14/2015 06:20:00 PM,08/09/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie,0
A827295,*Puddin,01/08/2021 02:48:00 PM,01/08/2021 02:48:00 PM,06/17/2019,Dog,Spayed Female,1 year,Pit Bull,White/Tan,0
A790523,Bordeaux,03/12/2019 12:07:00 PM,03/12/2019 12:07:00 PM,03/11/2018,Dog,Intact Male,1 year,Boxer Mix,Brown/White,0
A787257,Scarlet,01/10/2019 06:36:00 PM,01/10/2019 06:36:00 PM,01/10/2012,Dog,Spayed Female,7 years,Bluetick Hound Mix,Black/White,0
A800048,Wally,08/24/2019 11:00:00 AM,08/24/2019 11:00:00 AM,07/15/2018,Cat,Neutered Male,1 year,Domestic Shorthair,Blue/White,0
A616906,Estrella,06/30/2014 02:39:00 PM,06/30/2014 02:39:00 PM,07/01/2010,Cat,Spayed Female,4 years,Maine Coon Mix,Brown Tabby/White,0
A790974,Novah,03/21/2019 03:04:00 PM,03/21/2019 03:04:00 PM,03/19/2018,Dog,Intact Female,1 year,Doberman Pinsch,Silver/Tan,0
A682507,,07/09/2014 12:01:00 PM,07/09/2014 12:01:00 PM,05/28/2014,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,0
A676304,*Andy,04/18/2014 12:01:00 PM,04/18/2014 12:01:00 PM,11/07/2013,Dog,Intact Male,5 months,Pit Bull Mix,Black,0
A817345,,05/13/2020 05:37:00 PM,05/13/2020 05:37:00 PM,05/13/2019,Bird,Unknown,1 year,Dove,Gray/White,1
A812966,*Timber,02/08/2020 06:52:00 PM,02/08/2020 06:52:00 PM,02/01/2016,Dog,Neutered Male,4 years,Australian Shepherd/Great Pyrenees,Tricolor,0
A714758,Buster,10/28/2015 05:44:00 PM,10/28/2015 05:44:00 PM,10/27/2013,Dog,Neutered Male,2 years,Staffordshire Mix,Chocolate/White,0
A757969,Tut,01/28/2018 04:09:00 PM,01/28/2018 04:09:00 PM,02/09/2017,Dog,Neutered Male,11 months,Pharaoh Hound Mix,Brown/White,0
A796910,Raleigh,08/17/2019 02:52:00 PM,08/17/2019 02:52:00 PM,06/10/2006,Dog,Intact Male,13 years,Labrador Retriever,Yellow,0
A691406,Rajah,11/05/2014 06:33:00 PM,11/05/2014 06:33:00 PM,05/03/2012,Dog,Spayed Female,2 years,Siberian Husky Mix,Red/White,0
A839764,A839764,08/09/2021 04:38:00 PM,08/09/2021 04:38:00 PM,03/12/2021,Cat,Neutered Male,4 months,Domestic Shorthair,Blue,0
A747959,Pancha,05/03/2017 09:02:00 AM,05/03/2017 09:02:00 AM,04/27/2015,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,0
A722506,*Anne Marie,03/21/2016 06:17:00 PM,03/21/2016 06:17:00 PM,10/17/2015,Dog,Spayed Female,5 months,Labrador Retriever Mix,Tricolor,0
A692244,*Peter Pan,11/23/2014 02:17:00 PM,11/23/2014 02:17:00 PM,11/17/2012,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Red/White,0
A675680,Draco,08/23/2019 02:01:00 PM,08/23/2019 02:01:00 PM,03/31/2011,Dog,Neutered Male,8 years,German Shepherd/Black/Tan Hound,Black/Brown,1
A809163,Gris,11/26/2019 05:52:00 PM,11/26/2019 05:52:00 PM,09/20/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Blue,0
A738970,,11/30/2016 11:32:00 AM,11/30/2016 11:32:00 AM,11/27/2011,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tricolor,0
A743767,Chata,02/16/2017 07:22:00 PM,02/16/2017 07:22:00 PM,09/01/2016,Dog,Intact Female,5 months,Pit Bull Mix,Tan/White,0
A731495,,07/27/2016 06:25:00 PM,07/27/2016 06:25:00 PM,09/23/2015,Dog,Spayed Female,10 months,Miniature Poodle Mix,Black/White,0
A799009,Xena,07/07/2019 06:20:00 PM,07/07/2019 06:20:00 PM,07/03/2018,Dog,Spayed Female,1 year,Great Pyrenees,White,0
A790589,*Ernst,04/12/2019 04:49:00 PM,04/12/2019 04:49:00 PM,03/12/2018,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black,0
A687804,,09/12/2014 09:00:00 AM,09/12/2014 09:00:00 AM,09/10/2012,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue,0
A792930,,05/06/2019 06:46:00 PM,05/06/2019 06:46:00 PM,04/17/2018,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black,0
A759546,*Saphira,10/13/2017 07:24:00 PM,10/13/2017 07:24:00 PM,11/03/2016,Dog,Spayed Female,11 months,Weimaraner/Labrador Retriever,Chocolate,0
A693974,Bear,12/21/2014 06:11:00 PM,12/21/2014 06:11:00 PM,08/18/2014,Dog,Neutered Male,4 months,German Shepherd Mix,Brown/Black,0
A711474,Cuddles,09/28/2015 04:37:00 PM,09/28/2015 04:37:00 PM,03/07/2015,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Orange Tabby,0
A743508,Callie,02/18/2017 01:27:00 PM,02/18/2017 01:27:00 PM,08/11/2016,Dog,Spayed Female,6 months,Whippet Mix,Brown Brindle/White,0
A799077,,07/07/2019 03:54:00 PM,07/07/2019 03:54:00 PM,01/04/2019,Cat,Intact Female,6 months,Domestic Shorthair,Gray Tabby/White,0
A807347,,12/10/2019 02:30:00 PM,12/10/2019 02:30:00 PM,10/04/2019,Dog,Spayed Female,2 months,Dachshund Longhair,Black/Brown,0
A708833,Luna,01/24/2018 11:14:00 AM,01/24/2018 11:14:00 AM,06/01/2015,Dog,Spayed Female,2 years,Pointer Mix,Black/White,0
A835372,Red Kitten,05/27/2021 01:44:00 PM,05/27/2021 01:44:00 PM,05/25/2021,Cat,Intact Male,2 days,Domestic Shorthair,Gray Tabby/White,0
A705453,Susan B,06/21/2015 05:30:00 PM,06/21/2015 05:30:00 PM,04/17/2015,Dog,Spayed Female,2 months,Chihuahua Shorthair/Yorkshire Terrier,Tan/White,0
A745891,Nala,03/29/2017 07:16:00 PM,03/29/2017 07:16:00 PM,01/06/2017,Dog,Spayed Female,2 months,Pit Bull Mix,Tricolor,0
A742880,Primrose,02/03/2017 06:24:00 PM,02/03/2017 06:24:00 PM,05/30/2016,Dog,Spayed Female,8 months,Chihuahua Longhair Mix,Tan/Black,0
A796653,Joni,06/07/2019 01:46:00 PM,06/07/2019 01:46:00 PM,05/04/2019,Dog,Intact Female,4 weeks,Labrador Retriever,Black,0
A701879,Puma,02/08/2016 12:29:00 PM,02/08/2016 12:29:00 PM,05/05/2013,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,0
A668056,,12/01/2013 05:00:00 PM,12/01/2013 05:00:00 PM,11/26/2012,Dog,Neutered Male,1 year,Chihuahua Shorthair/Pug,Blue/Tan,0
A840950,,08/17/2021 07:46:00 PM,08/17/2021 07:46:00 PM,08/03/2021,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,0
A717260,Lily,02/16/2017 06:29:00 PM,02/16/2017 06:29:00 PM,12/04/2010,Dog,Spayed Female,6 years,Boston Terrier Mix,Red/White,0
A674376,Bandido,03/05/2016 03:16:00 PM,03/05/2016 03:16:00 PM,03/12/2013,Dog,Neutered Male,2 years,Labrador Retriever/Beagle,White/Tan,0
A832956,,04/24/2021 01:27:00 PM,04/24/2021 01:27:00 PM,10/21/2020,Cat,Spayed Female,6 months,Domestic Shorthair,White/Black,0
A756085,,08/15/2017 12:12:00 PM,08/15/2017 12:12:00 PM,08/14/2016,Other,Unknown,1 year,Bat,Brown,1
A717962,Bola,12/22/2015 11:22:00 AM,12/22/2015 11:22:00 AM,12/18/2014,Dog,Intact Female,1 year,Maltese Mix,White,0
A702745,Abigail,05/22/2015 11:45:00 AM,05/22/2015 11:45:00 AM,05/22/2013,Dog,Intact Female,2 years,Labrador Retriever Mix,Black,0
A834918,Chapo,05/20/2021 06:23:00 PM,05/20/2021 06:23:00 PM,05/20/2016,Dog,Intact Male,5 years,English Bulldog,White/Black,0
A803105,*Shamar,09/29/2019 11:21:00 AM,09/29/2019 11:21:00 AM,07/12/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black,0
A724054,,04/18/2016 06:56:00 PM,04/18/2016 06:56:00 PM,04/11/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0
A822931,Blu,10/13/2020 02:59:00 PM,10/13/2020 02:59:00 PM,09/15/2013,Cat,Neutered Male,7 years,Domestic Shorthair,Blue Tabby,0
A780221,Estrellita,09/21/2018 05:00:00 PM,09/21/2018 05:00:00 PM,09/13/2005,Dog,Neutered Male,13 years,Maltese/Toy Poodle,White/Buff,0
A768956,Lucky,09/21/2018 07:20:00 PM,09/21/2018 07:20:00 PM,03/27/2015,Dog,Neutered Male,3 years,Weimaraner/Labrador Retriever,Blue/White,0
A801419,,08/18/2019 07:24:00 PM,08/18/2019 07:24:00 PM,06/07/2019,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,0
A709965,*Handsome,08/22/2015 04:12:00 PM,08/22/2015 04:12:00 PM,05/15/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby,0
A620347,Tj,06/08/2021 10:05:00 AM,06/08/2021 10:05:00 AM,02/18/2005,Dog,Neutered Male,16 years,Dachshund/Chihuahua Shorthair,Red,0
A726755,*Sally,05/28/2016 03:52:00 PM,05/28/2016 03:52:00 PM,03/14/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
A781763,,10/07/2018 08:45:00 AM,10/07/2018 08:45:00 AM,10/05/2017,Other,Unknown,1 year,Bat Mix,Brown,1
A730878,*Leila,08/16/2016 05:57:00 PM,08/16/2016 05:57:00 PM,01/30/2016,Dog,Spayed Female,6 months,German Shepherd Mix,Red/Black,0
A720261,Grinller,02/06/2016 04:05:00 PM,02/06/2016 04:05:00 PM,06/06/2015,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/White,0
A726132,*Sparrow,06/15/2016 09:49:00 AM,06/15/2016 09:49:00 AM,03/22/2016,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,0
A767519,,03/02/2018 12:00:00 AM,03/02/2018 12:00:00 AM,01/02/2018,Dog,Intact Male,1 month,Plott Hound Mix,Brown/White,0
A813564,Teddy,02/19/2020 06:32:00 PM,02/19/2020 06:32:00 PM,02/13/2018,Dog,Neutered Male,2 years,Australian Kelpie,Tricolor,0
A666664,*Beau,11/22/2013 05:33:00 PM,11/22/2013 05:33:00 PM,11/05/2005,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Red/Cream,0
A798362,Lady,06/27/2019 02:49:00 PM,06/27/2019 02:49:00 PM,11/04/2017,Dog,Intact Female,1 year,Miniature Poodle/Maltese,White,0
A705092,Kilo,06/30/2015 12:11:00 PM,06/30/2015 12:11:00 PM,06/13/2013,Dog,Intact Male,2 years,Labrador Retriever/Australian Shepherd,White,0
A674095,*Penelope,03/08/2014 07:05:00 PM,03/08/2014 07:05:00 PM,03/07/2013,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,0
A805916,,10/04/2019 11:08:00 AM,10/04/2019 11:08:00 AM,07/03/2019,Cat,Unknown,3 months,Domestic Shorthair,Gray Tabby,1
A760107,,10/16/2017 05:29:00 PM,10/16/2017 05:29:00 PM,08/12/2017,Dog,Neutered Male,2 months,Black Mouth Cur Mix,Brown/Black,0
A690380,,10/21/2014 06:21:00 PM,10/21/2014 06:21:00 PM,08/04/2014,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point,0
A750029,*Pepper,07/01/2017 01:13:00 PM,07/01/2017 01:13:00 PM,04/22/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A775765,,07/04/2018 04:40:00 PM,07/04/2018 04:40:00 PM,07/04/2017,Cat,Intact Male,1 year,Domestic Shorthair Mix,White/Brown Tabby,1
A730141,Chico,03/22/2018 04:33:00 PM,03/22/2018 04:33:00 PM,10/29/2015,Dog,Intact Male,2 years,Pit Bull Mix,White/Black,0
A683394,*Redford,08/11/2014 01:53:00 PM,08/11/2014 01:53:00 PM,07/09/2013,Dog,Intact Male,1 year,Pit Bull Mix,White/Brown,1
A682024,Bruce Wayne,02/24/2018 01:01:00 PM,02/24/2018 01:01:00 PM,05/08/2014,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,0
A841480,230 Grams,08/28/2021 12:41:00 PM,08/28/2021 12:41:00 PM,08/13/2021,Cat,Intact Female,2 weeks,Domestic Shorthair,Brown Tabby,0
A735846,Buster,02/11/2017 03:12:00 PM,02/11/2017 03:12:00 PM,09/30/2007,Dog,Neutered Male,9 years,Boxer Mix,Brown/White,0
A693562,,12/19/2014 04:00:00 PM,12/19/2014 04:00:00 PM,12/10/2012,Dog,Neutered Male,2 years,Pit Bull/Australian Cattle Dog,Red Merle,1
A836764,,07/21/2021 03:26:00 PM,07/21/2021 03:26:00 PM,04/29/2021,Cat,Neutered Male,2 months,Domestic Medium Hair,White,0
A829056,*Baby Bean,02/21/2021 03:58:00 PM,02/21/2021 03:58:00 PM,02/01/2020,Cat,Neutered Male,1 year,Domestic Shorthair,White/Black,0
A688192,Roti/Haji,09/25/2014 11:34:00 AM,09/25/2014 11:34:00 AM,09/16/2009,Cat,Neutered Male,5 years,Ragdoll Mix,Blue Point,0
A719723,Negra,01/26/2016 01:22:00 PM,01/26/2016 01:22:00 PM,01/26/2012,Dog,Spayed Female,4 years,Dachshund Mix,Tricolor,0
A791711,,04/03/2019 06:29:00 PM,04/03/2019 06:29:00 PM,03/30/2017,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie,0
A797919,,06/25/2019 03:20:00 PM,06/25/2019 03:20:00 PM,05/19/2019,Cat,Intact Female,1 month,Domestic Shorthair,White/Black,0
A787448,Watermelon,11/14/2019 12:59:00 PM,11/14/2019 12:59:00 PM,01/13/2016,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown Tiger/White,0
A677598,*Orangina,07/09/2014 09:18:00 AM,07/09/2014 09:18:00 AM,04/07/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby,0
A683800,*Cassidy,10/08/2014 08:36:00 AM,10/08/2014 08:36:00 AM,01/15/2013,Dog,Spayed Female,1 year,Border Collie Mix,Black/White,0
A837638,Sweet Pea,07/07/2021 03:44:00 PM,07/07/2021 03:44:00 PM,02/10/2021,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,0
A811995,*Fletcher,01/28/2020 12:31:00 PM,01/28/2020 12:31:00 PM,01/14/2019,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Brown/Fawn,0
A695364,*Rico,02/07/2015 02:37:00 PM,02/07/2015 02:37:00 PM,01/14/2010,Dog,Neutered Male,5 years,Pit Bull Mix,Fawn/White,0
A841827,A841827,09/03/2021 03:19:00 PM,09/03/2021 03:19:00 PM,08/19/2021,Cat,Intact Male,2 weeks,Domestic Shorthair,Brown Tabby,0
A768629,Keyser Soze,06/03/2018 05:05:00 PM,06/03/2018 05:05:00 PM,03/22/2017,Dog,Neutered Male,1 year,Belgian Malinois Mix,Brown/Black,0
A758093,Mickey,10/05/2017 01:03:00 PM,10/05/2017 01:03:00 PM,05/11/2017,Dog,Neutered Male,4 months,Anatol Shepherd Mix,Brown/White,0
A705607,*Ty,07/04/2015 10:31:00 AM,07/04/2015 10:31:00 AM,04/12/2015,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby,0
A822738,Bootsie,10/15/2020 02:56:00 PM,10/15/2020 02:56:00 PM,09/08/2019,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White,0
A671146,Ellie,01/21/2014 06:24:00 PM,01/21/2014 06:24:00 PM,01/19/2011,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Yellow,0
A661391,*Willie,10/06/2013 01:49:00 PM,10/06/2013 01:49:00 PM,08/20/2012,Dog,Neutered Male,1 year,Bull Terrier Mix,White,0
A666404,Sassy,10/31/2013 05:15:00 PM,10/31/2013 05:15:00 PM,10/31/1997,Dog,Intact Female,16 years,German Shepherd Mix,Black/Tan,1
A780449,,09/18/2018 04:40:00 PM,09/18/2018 04:40:00 PM,09/15/2006,Cat,Intact Female,12 years,Domestic Shorthair Mix,Calico,0
A715688,*Luna,12/04/2015 05:57:00 PM,12/04/2015 05:57:00 PM,09/23/2015,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
A800235,Maco,07/23/2019 05:21:00 PM,07/23/2019 05:21:00 PM,02/18/2019,Dog,Intact Male,5 months,Pit Bull/Boxer,Brown Brindle/White,0
A826898,*Yogi,12/18/2020 04:45:00 PM,12/18/2020 04:45:00 PM,09/08/2020,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A765056,,01/14/2018 04:01:00 PM,01/14/2018 04:01:00 PM,11/27/2017,Dog,Intact Female,1 month,Anatol Shepherd/Great Pyrenees,Sable/White,0
A724286,Obama,04/23/2016 12:00:00 AM,04/23/2016 12:00:00 AM,04/15/2013,Dog,Intact Male,3 years,German Shepherd,Brown/Black,0
A798859,Sylvester,08/12/2019 04:19:00 PM,08/12/2019 04:19:00 PM,08/09/2011,Cat,Neutered Male,8 years,Domestic Shorthair,Black/White,0
A702834,*Zane,06/30/2015 07:11:00 AM,06/30/2015 07:11:00 AM,04/11/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0
A744181,Gator,03/05/2017 12:12:00 PM,03/05/2017 12:12:00 PM,02/24/2015,Dog,Neutered Male,2 years,Pit Bull,Brown/White,0
A730763,,07/14/2016 05:29:00 PM,07/14/2016 05:29:00 PM,04/25/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,0
A757645,141,10/09/2017 07:35:00 PM,10/09/2017 07:35:00 PM,09/04/2016,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/Brown,0
A723570,*Beatrice,04/08/2016 01:57:00 PM,04/08/2016 01:57:00 PM,04/03/2014,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Black,0
A692552,Alf,04/16/2015 06:38:00 PM,04/16/2015 06:38:00 PM,05/22/2007,Dog,Neutered Male,7 years,Pembroke Welsh Corgi Mix,Red,0
A710916,*Galinda,11/06/2015 10:22:00 AM,11/06/2015 10:22:00 AM,07/12/2015,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0
A708539,,07/30/2015 09:00:00 AM,07/30/2015 09:00:00 AM,07/29/2014,Cat,Intact Female,1 year,Domestic Shorthair Mix,White/Brown Tabby,0
A716018,Luke,04/30/2016 06:01:00 PM,04/30/2016 06:01:00 PM,06/14/2015,Dog,Neutered Male,10 months,Pit Bull Mix,Fawn/White,0
A706682,,07/02/2015 06:40:00 PM,07/02/2015 06:40:00 PM,05/18/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,1
A810089,,12/15/2019 05:14:00 PM,12/15/2019 05:14:00 PM,12/07/2014,Dog,Neutered Male,5 years,Chihuahua Shorthair,Brown/Brown,0
A782606,,10/21/2018 06:28:00 PM,10/21/2018 06:28:00 PM,10/18/2016,Cat,Intact Female,2 years,Domestic Shorthair Mix,Tortie,0
A757874,*Minnie,09/25/2017 05:00:00 AM,09/25/2017 05:00:00 AM,03/07/2017,Dog,Spayed Female,6 months,Plott Hound Mix,Black/White,0
A750480,Bobby,06/06/2017 06:58:00 PM,06/06/2017 06:58:00 PM,05/27/2014,Dog,Intact Male,3 years,German Shepherd Mix,Black/Brown,0
A810262,Dingo,03/07/2020 02:17:00 PM,03/07/2020 02:17:00 PM,04/10/2018,Dog,Neutered Male,1 year,Australian Cattle Dog,Blue Tick/Tricolor,0
A758133,091,09/17/2017 05:44:00 PM,09/17/2017 05:44:00 PM,09/11/2016,Dog,Intact Male,1 year,Catahoula Mix,Brown Brindle/White,0
A743934,*Prospero,03/28/2017 04:21:00 PM,03/28/2017 04:21:00 PM,04/20/2016,Dog,Neutered Male,11 months,Pit Bull Mix,White/Tan,0
A578153,Bella,11/16/2018 03:54:00 PM,11/16/2018 03:54:00 PM,05/05/2010,Dog,Spayed Female,8 years,Queensland Heeler/Labrador Retriever,Black/Tan,0
A719764,*Hector,02/04/2016 01:34:00 PM,02/04/2016 01:34:00 PM,01/27/2015,Dog,Neutered Male,1 year,Staffordshire Mix,Brown Brindle,0
A696133,Sella,01/31/2015 02:32:00 PM,01/31/2015 02:32:00 PM,01/30/2007,Dog,Spayed Female,8 years,Pug Mix,Brown/Black,0
A688667,,10/02/2014 02:40:00 PM,10/02/2014 02:40:00 PM,07/22/2014,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black,0
A792378,,04/15/2019 05:05:00 PM,04/15/2019 05:05:00 PM,01/25/2019,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,0
A668507,,12/06/2013 05:25:00 PM,12/06/2013 05:25:00 PM,12/04/2012,Cat,Intact Male,1 year,Domestic Shorthair,Cream Tabby,0
A714085,Kovu,10/19/2015 06:07:00 PM,10/19/2015 06:07:00 PM,04/17/2015,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby,0
A757068,Juju,09/02/2017 05:27:00 PM,09/02/2017 05:27:00 PM,05/29/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0
A667484,,11/18/2013 06:24:00 PM,11/18/2013 06:24:00 PM,11/18/2012,Other,Unknown,1 year,Raccoon Mix,Gray/Black,1
A786187,Mowgli,12/20/2018 12:08:00 PM,12/20/2018 12:08:00 PM,10/20/2017,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Tricolor,0
A752876,*Beachball,08/18/2017 01:13:00 PM,08/18/2017 01:13:00 PM,04/28/2017,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Brown Tabby,0
A612925,Blake,12/21/2013 05:53:00 PM,12/21/2013 05:53:00 PM,06/12/2011,Dog,Neutered Male,2 years,Australian Shepherd Mix,White/Brown,0
